Year,Period of coverage,Breakdown,Level,Level description,Gender,Age,Indicator value,Lower CI,Upper CI,Numerator,Denominator
2006,1/1/2006 to 31/12/2006,England,England,England,Female,30 to 34,12.2,10.6,13.9,212,"1,742,800"
2006,1/1/2006 to 31/12/2006,England,England,England,Female,35 to 39,26.2,24,28.6,512,"1,953,200"
2006,1/1/2006 to 31/12/2006,England,England,England,Female,40 to 44,46.1,43.1,49.2,910,"1,975,000"
2006,1/1/2006 to 31/12/2006,England,England,England,Female,45 to 49,83.8,79.5,88.2,"1,458","1,740,200"
2006,1/1/2006 to 31/12/2006,England,England,England,Female,50 to 54,146.4,140.4,152.5,"2,264","1,546,900"
2006,1/1/2006 to 31/12/2006,England,England,England,Female,55 to 59,243.2,235.7,250.8,"4,023","1,654,400"
2006,1/1/2006 to 31/12/2006,England,England,England,Female,60 to 64,362.9,352.9,373.1,"4,987","1,374,200"
2006,1/1/2006 to 31/12/2006,England,England,England,Female,65 to 69,534,520.7,547.5,6147,"1,151,100"
2006,1/1/2006 to 31/12/2006,England,England,England,Female,70 to 74,731.7,715.3,748.4,7555,"1,032,500"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,All,141.3,139.7,143,28670,"23,445,200"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,0 to 4,1.8,1.1,2.6,25,"1,418,600"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,5 to 9,2.2,1.5,3.1,32,"1,478,900"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,10 to 14,2.6,1.9,3.5,41,"1,568,400"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,15 to 19,3.2,2.4,4.3,52,"1,603,300"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,20 to 24,4.1,3.2,5.3,68,"1,639,200"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,25 to 29,6.2,5,7.5,101,"1,630,900"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,30 to 34,13.4,11.8,15.2,240,"1,790,500"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,35 to 39,25.7,23.5,28,504,"1,964,000"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,40 to 44,48.4,45.4,51.6,943,"1,946,400"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,45 to 49,85.3,81,89.8,"1,445","1,693,500"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,50 to 54,153,146.8,159.3,"2,355","1,539,600"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,55 to 59,246.5,239,254.2,"4,073","1,652,200"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,60 to 64,362.4,352.2,372.9,"4,777","1,318,000"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,65 to 69,539.4,526.1,552.9,6282,"1,164,700"
2005,1/1/2005 to 31/12/2005,England,England,England,Female,70 to 74,745.6,729,762.4,7732,"1,037,100"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,All,143.1,141.5,144.8,28830,"23,257,200"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,0 to 4,2,1.3,2.9,28,"1,401,300"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,5 to 9,2.1,1.4,2.9,31,"1,493,000"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,10 to 14,2.4,1.7,3.3,38,"1,579,900"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,15 to 19,3.4,2.6,4.5,54,"1,580,500"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,20 to 24,4.8,3.8,6,76,"1,594,200"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,25 to 29,7.1,5.8,8.5,112,"1,578,800"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,30 to 34,14.3,12.6,16.2,261,"1,823,100"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,35 to 39,25.9,23.7,28.3,515,"1,985,400"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,40 to 44,48.5,45.4,51.7,921,"1,898,800"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,45 to 49,88.9,84.4,93.5,"1,468","1,651,700"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,50 to 54,153.6,147.5,159.9,"2,384","1,552,000"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,55 to 59,244.2,236.7,251.9,"4,000","1,637,900"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,60 to 64,372.5,362.1,383.3,"4,769","1,280,100"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,65 to 69,541.1,527.8,554.7,6260,"1,156,800"
2004,1/1/2004 to 31/12/2004,England,England,England,Female,70 to 74,758.1,741.5,775,7913,"1,043,700"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,All,144.7,143,146.4,28923,"23,136,900"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,0 to 4,2.8,2,3.8,39,"1,399,200"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,5 to 9,2.5,1.8,3.5,38,"1,502,600"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,10 to 14,2.9,2.1,3.9,46,"1,587,800"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,15 to 19,4.2,3.2,5.3,65,"1,551,300"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,20 to 24,4.7,3.7,5.9,73,"1,563,500"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,25 to 29,7.3,6,8.7,114,"1,568,300"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,30 to 34,14.4,12.8,16.3,271,"1,875,400"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,35 to 39,24.8,22.7,27.1,494,"1,991,200"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,40 to 44,48.4,45.3,51.7,896,"1,849,600"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,45 to 49,92.4,87.8,97.2,"1,500","1,622,600"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,50 to 54,160.6,154.4,167,"2,528","1,574,400"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,55 to 59,241.1,233.6,248.8,"3,881","1,609,800"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,60 to 64,375.9,365.2,386.8,"4,685","1,246,400"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,65 to 69,532.6,519.3,546.2,6075,"1,140,600"
2003,1/1/2003 to 31/12/2003,England,England,England,Female,70 to 74,779.7,762.9,796.7,8218,"1,054,100"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,All,137.6,136.1,139.1,32954,"25,883,000"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,0 to 4,2.2,1.6,3.1,37,"1,662,300"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,5 to 9,2.2,1.6,3,40,"1,814,400"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,10 to 14,2,1.4,2.8,35,"1,761,900"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,15 to 19,2.7,2,3.7,44,"1,601,500"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,20 to 24,3,2.3,3.9,54,"1,791,700"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,25 to 29,4.5,3.6,5.6,87,"1,924,400"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,30 to 34,9,7.7,10.4,172,"1,916,400"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,35 to 39,15.4,13.7,17.3,286,"1,853,000"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,40 to 44,29.9,27.4,32.6,517,"1,730,300"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,45 to 49,56,52.6,59.5,"1,009","1,803,200"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,50 to 54,109.4,104.8,114.2,"2,091","1,911,300"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,55 to 59,196.5,190.2,203,"3,641","1,852,600"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,60 to 64,339.8,330.7,349,"5,329","1,568,500"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,65 to 69,582.3,569.5,595.3,7848,"1,347,700"
2020,1/1/2020 to 31/12/2020,England,England,England,Male,70 to 74,875.3,859.6,891.3,11764,"1,343,900"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,All,139.9,138.4,141.4,33210,"25,774,600"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,0 to 4,1.9,1.3,2.7,33,"1,693,200"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,5 to 9,2.3,1.7,3.1,42,"1,812,500"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,10 to 14,2.7,2,3.6,47,"1,719,500"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,15 to 19,2.1,1.5,3,34,"1,587,700"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,20 to 24,4.2,3.3,5.2,75,"1,792,700"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,25 to 29,5.8,4.8,7,112,"1,933,100"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,30 to 34,10.4,9,11.9,197,"1,900,600"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,35 to 39,18.1,16.2,20.1,334,"1,849,100"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,40 to 44,28.6,26.2,31.3,487,"1,700,200"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,45 to 49,54.2,50.8,57.6,996,"1,839,300"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,50 to 54,109.9,105.3,114.7,"2,118","1,926,900"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,55 to 59,195.7,189.3,202.2,"3,541","1,809,600"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,60 to 64,352.1,342.8,361.7,"5,378","1,527,200"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,65 to 69,593.8,580.9,606.9,8033,"1,352,800"
2019,1/1/2019 to 31/12/2019,England,England,England,Male,70 to 74,885.8,869.9,902,11783,"1,330,200"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,All,142.6,141.1,144.1,33504,"25,690,100"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,0 to 4,1.9,1.3,2.6,32,"1,716,300"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,5 to 9,2.3,1.6,3.1,41,"1,803,900"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,10 to 14,2.5,1.8,3.4,42,"1,677,800"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,15 to 19,3.7,2.8,4.8,59,"1,589,900"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,20 to 24,4.6,3.7,5.7,83,"1,805,700"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,25 to 29,5,4,6.1,96,"1,936,000"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,30 to 34,8.8,7.5,10.2,166,"1,889,700"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,35 to 39,18.1,16.3,20.2,335,"1,845,900"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,40 to 44,28.5,26,31.1,480,"1,686,500"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,45 to 49,58,54.6,61.6,"1,091","1,879,700"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,50 to 54,113.2,108.5,118,"2,186","1,931,400"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,55 to 59,204.4,197.8,211.2,"3,604","1,763,400"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,60 to 64,358.4,348.9,368.2,"5,352","1,493,200"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,65 to 69,608.4,595.4,621.7,8312,"1,366,100"
2018,1/1/2018 to 31/12/2018,England,England,England,Male,70 to 74,891,874.9,907.3,11625,"1,304,700"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,All,146.7,145.2,148.3,33945,"25,557,700"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,0 to 4,2.4,1.7,3.3,42,"1,735,500"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,5 to 9,2.7,2,3.6,49,"1,790,500"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,10 to 14,1.7,1.1,2.4,27,"1,622,400"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,15 to 19,3.6,2.7,4.6,57,"1,601,700"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,20 to 24,3.3,2.5,4.3,60,"1,810,400"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,25 to 29,5.8,4.8,7,112,"1,938,300"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,30 to 34,8.6,7.3,10,161,"1,874,900"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,35 to 39,17.4,15.5,19.4,315,"1,812,500"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,40 to 44,31.8,29.2,34.6,544,"1,711,400"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,45 to 49,59.1,55.7,62.7,"1,126","1,903,800"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,50 to 54,113.8,109.1,118.7,"2,194","1,927,900"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,55 to 59,207,200.3,214,"3,560","1,719,500"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,60 to 64,379.3,369.4,389.4,"5,549","1,462,900"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,65 to 69,615.9,603,629,8617,"1,399,100"
2017,1/1/2017 to 31/12/2017,England,England,England,Male,70 to 74,924.8,908,941.8,11532,"1,247,000"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,All,149.7,148.1,151.3,33841,"25,417,500"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,0 to 4,1.8,1.2,2.6,32,"1,757,600"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,5 to 9,1.9,1.3,2.7,34,"1,755,700"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,10 to 14,2.3,1.6,3.2,36,"1,572,400"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,15 to 19,3.4,2.5,4.4,55,"1,631,800"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,20 to 24,4.7,3.8,5.8,86,"1,824,100"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,25 to 29,5.7,4.7,6.8,109,"1,924,200"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,30 to 34,10.1,8.7,11.7,190,"1,874,900"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,35 to 39,15.7,13.9,17.6,278,"1,773,800"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,40 to 44,29.9,27.4,32.6,525,"1,756,400"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,45 to 49,58.8,55.4,62.3,"1,128","1,919,800"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,50 to 54,114.5,109.7,119.4,"2,188","1,911,600"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,55 to 59,213.6,206.6,220.7,"3,568","1,670,400"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,60 to 64,388.3,378.2,398.7,"5,579","1,436,600"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,65 to 69,631.1,618.3,644.1,9281,"1,470,600"
2016,1/1/2016 to 31/12/2016,England,England,England,Male,70 to 74,945.3,927.5,963.3,10752,"1,137,400"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,All,152.3,150.7,154,33603,"25,174,100"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,0 to 4,1.9,1.3,2.6,33,"1,760,400"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,5 to 9,2.3,1.6,3.1,39,"1,718,900"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,10 to 14,2.3,1.6,3.2,35,"1,535,200"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,15 to 19,3.7,2.8,4.7,61,"1,650,500"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,20 to 24,4,3.1,5,73,"1,832,500"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,25 to 29,5.8,4.8,7,110,"1,887,400"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,30 to 34,9.3,7.9,10.7,172,"1,857,900"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,35 to 39,17.2,15.3,19.2,297,"1,730,600"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,40 to 44,28.5,26.1,31.1,515,"1,805,100"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,45 to 49,57.2,53.9,60.7,"1,099","1,921,800"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,50 to 54,112.8,108,117.7,"2,124","1,883,400"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,55 to 59,219.9,212.7,227.2,"3,566","1,621,700"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,60 to 64,399.5,389.1,410,"5,683","1,422,700"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,65 to 69,630.7,617.9,643.7,9238,"1,464,800"
2015,1/1/2015 to 31/12/2015,England,England,England,Male,70 to 74,976.5,957.9,995.3,10558,"1,081,200"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,All,154.4,152.8,156.1,33429,"24,953,700"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,0 to 4,1.9,1.3,2.7,34,"1,757,700"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,5 to 9,2.7,2,3.6,45,"1,675,100"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,10 to 14,2.2,1.5,3,33,"1,521,500"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,15 to 19,3.6,2.8,4.7,60,"1,658,800"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,20 to 24,4.5,3.6,5.6,83,"1,837,400"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,25 to 29,6,5,7.2,112,"1,861,200"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,30 to 34,9.5,8.1,11,175,"1,844,300"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,35 to 39,15.5,13.7,17.5,263,"1,694,800"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,40 to 44,30.2,27.8,32.9,556,"1,838,400"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,45 to 49,59.5,56.1,63.1,"1,152","1,935,200"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,50 to 54,114.7,109.9,119.7,"2,111","1,839,800"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,55 to 59,225.7,218.3,233.2,"3,557","1,576,100"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,60 to 64,405.4,395,416,"5,781","1,426,100"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,65 to 69,635.5,622.6,648.6,9193,"1,446,600"
2014,1/1/2014 to 31/12/2014,England,England,England,Male,70 to 74,987.3,968.3,1006.6,10274,"1,040,600"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,All,157.9,156.2,159.6,33479,"24,766,700"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,0 to 4,2.7,2,3.6,48,"1,748,800"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,5 to 9,2.2,1.5,3.1,36,"1,632,000"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,10 to 14,2,1.4,2.9,31,"1,523,700"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,15 to 19,2.6,1.9,3.5,44,"1,670,700"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,20 to 24,3.6,2.7,4.5,65,"1,829,400"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,25 to 29,6.4,5.3,7.6,117,"1,840,600"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,30 to 34,9.9,8.5,11.4,181,"1,831,800"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,35 to 39,16.1,14.3,18.2,271,"1,681,400"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,40 to 44,29.9,27.5,32.5,561,"1,877,600"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,45 to 49,61.3,57.9,64.9,"1,189","1,939,700"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,50 to 54,117.2,112.3,122.4,"2,102","1,792,800"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,55 to 59,226.9,219.4,234.5,"3,493","1,539,600"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,60 to 64,419.2,408.7,429.9,"6,036","1,440,000"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,65 to 69,641.7,628.6,655,9110,"1,419,700"
2013,1/1/2013 to 31/12/2013,England,England,England,Male,70 to 74,1020.6,1000.9,1040.6,10195,"998,900"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,All,160.8,159.1,162.6,33450,"24,611,500"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,0 to 4,2,1.4,2.8,35,"1,736,900"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,5 to 9,2.5,1.8,3.5,40,"1,578,500"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,10 to 14,2.1,1.5,3,33,"1,539,800"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,15 to 19,3.1,2.4,4.1,53,"1,685,600"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,20 to 24,4.2,3.3,5.2,77,"1,833,400"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,25 to 29,6.2,5.2,7.5,114,"1,825,600"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,30 to 34,9.5,8.1,11,171,"1,798,000"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,35 to 39,15.2,13.4,17.2,260,"1,707,200"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,40 to 44,29.7,27.3,32.2,564,"1,901,400"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,45 to 49,61,57.6,64.6,"1,184","1,939,400"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,50 to 54,118.3,113.2,123.5,"2,068","1,748,400"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,55 to 59,239.1,231.4,247,"3,610","1,509,900"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,60 to 64,422.8,412.4,433.4,"6,241","1,476,200"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,65 to 69,653.5,640,667.3,8879,"1,358,600"
2012,1/1/2012 to 31/12/2012,England,England,England,Male,70 to 74,1040.7,1020.5,1061.1,10121,"972,600"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,All,164.1,162.4,165.9,33423,"24,457,900"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,0 to 4,1.9,1.3,2.7,32,"1,703,700"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,5 to 9,3.3,2.5,4.4,51,"1,530,500"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,10 to 14,2.7,1.9,3.6,42,"1,570,300"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,15 to 19,3.4,2.5,4.3,57,"1,701,100"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,20 to 24,4.9,3.9,6,89,"1,815,500"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,25 to 29,6.2,5.1,7.4,113,"1,825,900"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,30 to 34,9.6,8.2,11.1,169,"1,765,300"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,35 to 39,17,15.1,19,298,"1,755,700"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,40 to 44,30.1,27.7,32.7,579,"1,921,900"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,45 to 49,59.4,56,62.9,"1,144","1,926,100"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,50 to 54,121.6,116.4,127,"2,066","1,699,000"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,55 to 59,247.7,239.8,255.9,"3,678","1,484,800"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,60 to 64,411.2,401.2,421.4,"6,382","1,552,000"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,65 to 69,679,664.6,693.6,8437,"1,242,600"
2011,1/1/2011 to 31/12/2011,England,England,England,Male,70 to 74,1067.5,1046.9,1088.3,10286,"963,600"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,All,165.9,164.1,167.7,33399,"24,243,500"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,0 to 4,2.2,1.6,3,37,"1,679,100"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,5 to 9,2,1.3,2.9,30,"1,500,400"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,10 to 14,2.4,1.7,3.3,38,"1,593,100"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,15 to 19,3.7,2.8,4.7,63,"1,709,200"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,20 to 24,3.6,2.8,4.6,64,"1,763,500"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,25 to 29,7,5.8,8.3,126,"1,802,800"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,30 to 34,10.1,8.7,11.7,174,"1,721,700"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,35 to 39,17.8,15.9,19.9,322,"1,805,600"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,40 to 44,31.8,29.3,34.4,615,"1,936,700"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,45 to 49,62.4,58.9,66,"1,186","1,901,400"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,50 to 54,128.5,123.1,134.1,"2,125","1,653,800"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,55 to 59,248.2,240.2,256.3,"3,658","1,474,000"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,60 to 64,421.5,411.3,431.8,"6,523","1,547,600"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,65 to 69,685.9,671.1,701,8129,"1,185,200"
2010,1/1/2010 to 31/12/2010,England,England,England,Male,70 to 74,1063.4,1043,1084.2,10309,"969,400"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,All,168.9,167.1,170.7,33467,"24,039,900"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,0 to 4,1.6,1.1,2.4,27,"1,642,700"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,5 to 9,2.4,1.7,3.3,36,"1,490,400"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,10 to 14,1.9,1.3,2.7,31,"1,603,000"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,15 to 19,4.6,3.7,5.8,79,"1,710,700"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,20 to 24,5.7,4.6,6.9,98,"1,726,500"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,25 to 29,6.3,5.2,7.6,113,"1,792,600"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,30 to 34,9.9,8.4,11.5,167,"1,689,800"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,35 to 39,16.9,15,18.9,311,"1,843,800"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,40 to 44,34.1,31.6,36.8,669,"1,961,100"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,45 to 49,63.2,59.7,66.9,"1,174","1,857,100"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,50 to 54,126.1,120.7,131.7,"2,033","1,612,500"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,55 to 59,253.3,245.2,261.5,"3,749","1,480,300"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,60 to 64,433.6,423.2,444.2,"6,629","1,528,800"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,65 to 69,713.6,698.2,729.3,"8,150","1,142,100"
2009,1/1/2009 to 31/12/2009,England,England,England,Male,70 to 74,1064.4,1043.8,1085.2,10201,"958,400"
